PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
120.75,89.5,34.98,980.52,287.25,70.7,81.2,8.43,15.93,17.07,21.45,0.7,70.7,1,0,0,0
107.25,72.0,36.77,980.3,498.25,63.72,83.05,4.55,14.12,19.6,19.6,0.7,16.9,1,0,0,0
94.5,71.25,37.95,980.12,595.82,57.52,91.82,3.9,11.85,16.43,19.73,0.53,26.6,1,0,0,0
65.75,53.75,38.93,979.77,561.27,55.07,93.55,3.95,12.65,17.77,21.88,0.5,24.97,1,0,0,0
75.0,61.0,38.1,978.83,296.88,57.8,43.77,3.8,13.88,20.25,20.65,0.5,47.0,1,0,0,0
78.25,61.5,38.53,977.85,303.17,55.97,147.73,4.15,14.95,21.7,18.65,0.5,22.9,1,0,0,0
79.25,69.5,37.77,976.98,208.3,57.52,186.57,3.67,16.92,26.18,19.88,0.52,2.4,1,0,0,0
101.5,65.25,36.02,977.3,123.75,64.57,296.07,5.6,32.92,53.27,22.58,0.82,38.47,1,0,0,0
162.75,72.25,34.58,977.72,26.55,70.88,311.32,5.03,34.83,57.75,21.25,0.88,29.52,1,0,0,0
150.5,63.25,33.65,978.05,6.07,75.28,323.27,8.8,33.05,48.58,22.35,0.85,18.5,1,0,0,0
142.25,60.0,33.27,978.27,5.9,77.65,338.2,10.35,34.23,48.4,22.38,0.85,21.95,1,0,0,0
135.5,54.25,32.98,978.58,5.9,79.45,93.65,9.32,29.38,40.95,22.2,0.68,20.35,1,0,0,0
118.0,46.25,32.8,979.03,5.9,80.35,99.68,10.5,28.25,37.1,21.5,0.53,18.4,1,0,0,0
119.5,48.0,32.7,979.25,5.88,81.38,23.12,25.3,46.97,49.55,21.55,0.57,25.62,1,0,0,0
149.75,48.25,32.55,979.17,5.82,75.2,28.35,17.9,62.97,90.8,22.12,0.4,4.75,1,0,0,0
110.75,37.5,32.25,978.82,5.8,75.98,33.88,15.15,54.98,80.17,21.35,0.33,50.1,1,0,0,0
96.25,28.5,31.82,978.33,5.8,78.22,34.35,21.5,107.5,168.6,21.5,0.3,20.07,1,0,0,0
122.75,23.75,31.73,977.82,5.8,79.43,32.0,22.15,91.93,138.97,21.73,0.4,19.33,1,0,0,0
105.5,24.5,31.48,977.57,5.8,80.95,36.48,17.72,62.42,90.22,20.93,0.4,19.02,1,0,0,0
97.25,28.0,31.25,977.58,7.95,82.6,23.9,26.03,58.0,69.35,19.6,0.43,21.25,1,0,0,0
