PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
35.0,9.0,23.3,977.05,24.2,95.9,239.72,18.48,49.17,64.18,8.1,1.02,8.98,1,0,0,0
41.0,11.0,23.7,976.33,27.23,96.35,236.62,21.02,52.05,65.67,9.1,1.2,14.75,1,0,0,0
78.0,29.0,23.98,975.95,32.08,96.53,243.3,19.12,49.38,63.45,8.65,1.2,13.68,1,0,0,0
63.0,21.0,23.92,975.6,27.82,96.58,264.8,20.75,51.45,64.88,8.63,1.2,9.93,1,0,0,0
51.0,19.0,23.52,975.25,19.35,96.72,269.73,28.05,59.02,67.92,11.55,1.13,5.6,1,0,0,0
48.0,15.0,23.37,976.8,9.25,97.22,267.4,38.03,65.23,64.4,11.38,1.23,5.05,1,0,0,0
42.0,14.0,23.3,978.65,8.32,97.58,279.3,50.12,72.28,59.1,12.9,1.33,4.45,1,0,0,0
52.0,17.0,23.4,979.6,8.33,97.83,192.9,69.8,88.8,59.85,12.72,1.73,6.08,1,0,0,0
74.0,34.0,23.6,979.7,8.25,97.93,127.9,76.2,96.6,64.88,15.12,1.92,9.0,1,0,0,0
103.0,45.0,23.45,979.67,8.33,98.12,244.88,77.03,95.8,62.05,18.23,1.9,8.85,1,0,0,0
89.0,42.0,23.4,979.55,8.2,98.32,233.78,80.33,95.4,56.17,16.23,1.37,7.7,1,0,0,0
80.0,37.0,23.6,978.9,8.18,98.38,273.48,75.3,90.92,55.5,16.07,1.23,7.8,1,0,0,0
92.0,38.0,23.58,978.03,8.25,98.55,242.55,58.25,75.7,53.05,16.2,1.0,6.7,1,0,0,0
89.0,36.0,23.52,977.58,8.22,98.62,210.65,55.47,74.95,55.93,16.28,0.88,5.05,1,0,0,0
84.0,37.0,23.4,977.15,8.25,98.7,239.37,54.67,74.02,55.33,14.92,0.8,5.45,1,0,0,0
68.0,32.0,23.3,977.65,9.15,98.8,269.6,56.27,73.22,51.38,14.93,0.8,4.85,1,0,0,0
