PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
75.0,74.0,27.08,982.77,4.62,99.3,60.35,24.6,46.33,21.72,10.52,1.25,4.07,1,0,0,0
73.0,61.0,26.87,982.8,4.6,99.3,63.33,24.4,43.0,18.6,11.23,1.08,39.47,1,0,0,0
74.0,63.0,26.88,982.8,4.55,99.3,52.75,24.12,42.23,18.12,9.57,1.0,66.08,1,0,0,0
74.5,69.0,26.9,982.35,4.5,99.3,73.3,23.02,40.05,17.02,13.62,1.38,69.6,1,0,0,0
67.0,69.0,26.82,981.8,4.53,99.3,73.35,24.3,37.7,13.4,7.3,1.4,60.68,1,0,0,0
66.0,69.0,26.78,981.6,4.55,99.3,73.3,24.85,38.05,13.07,4.97,1.38,29.33,1,0,0,0
66.0,69.0,26.85,981.38,4.6,99.3,73.35,28.1,40.9,12.82,3.82,1.4,12.55,1,0,0,0
75.0,66.0,27.08,981.65,5.52,99.3,33.67,29.97,45.4,15.38,5.23,1.45,7.4,1,0,0,0
82.5,69.75,27.35,982.2,29.73,99.3,85.33,31.53,46.75,15.23,6.43,1.47,42.03,1,0,0,0
114.75,81.0,28.12,982.62,78.35,98.75,314.9,34.25,51.25,16.98,16.23,1.4,64.97,1,0,0,0
145.5,81.0,28.82,983.05,99.92,95.2,39.97,31.45,51.83,20.35,14.3,1.5,27.42,1,0,0,0
157.0,81.0,30.05,983.23,197.93,90.17,192.75,30.3,53.1,22.75,9.95,1.7,20.2,1,0,0,0
167.67,81.0,30.88,982.9,272.85,85.33,205.25,19.38,40.05,20.68,9.27,1.62,14.25,1,0,0,0
147.75,81.0,32.72,982.75,461.02,77.47,262.52,12.98,31.88,19.0,7.47,1.52,9.55,1,0,0,0
138.75,80.0,33.23,982.45,466.93,71.95,310.65,10.73,25.2,14.5,6.97,1.2,9.55,1,0,0,0
105.0,80.0,33.15,982.3,380.35,71.82,335.18,11.5,23.25,11.95,4.67,2.5,10.23,1,0,0,0
91.0,57.75,31.75,981.58,277.48,77.7,118.85,11.03,23.65,12.62,3.53,1.12,8.57,1,0,0,0
95.75,44.75,30.75,980.67,266.3,80.47,58.27,10.47,23.48,13.07,3.75,1.1,7.08,1,0,0,0
88.75,36.75,31.47,979.97,305.07,77.67,63.9,10.62,25.32,14.88,6.55,1.23,13.82,1,0,0,0
107.5,43.5,30.23,980.03,92.6,84.13,81.03,11.07,27.9,16.82,8.08,1.5,32.0,1,0,0,0
102.5,44.5,29.27,980.35,28.23,87.62,125.08,11.05,28.85,17.8,3.9,1.35,8.65,1,0,0,0
78.5,37.0,28.52,980.55,5.15,90.3,106.53,15.78,35.9,20.15,3.9,1.73,8.12,1,0,0,0
87.25,43.0,28.1,980.8,4.77,91.77,132.65,20.3,41.33,21.05,4.1,1.7,6.67,1,0,0,0
75.5,36.75,27.92,981.03,4.77,93.78,145.55,23.72,43.75,20.05,3.65,1.88,4.1,1,0,0,0
78.75,42.0,27.9,981.52,4.72,92.75,164.3,22.35,41.17,18.8,2.65,1.6,3.98,1,0,0,0
66.0,33.25,27.85,981.65,4.77,94.62,155.43,22.15,40.93,18.78,2.42,1.55,4.35,1,0,0,0
66.0,35.75,27.95,981.58,4.8,95.28,168.2,21.75,40.02,18.25,2.3,1.5,4.8,1,0,0,0
68.25,41.75,27.83,981.25,4.75,96.43,179.88,21.5,42.8,21.28,2.32,1.32,10.3,1,0,0,0
75.0,45.0,27.43,980.8,4.8,98.4,176.8,23.2,39.6,16.4,2.0,1.3,8.12,1,0,0,0
78.75,47.25,27.42,980.32,4.8,96.5,190.77,22.68,42.48,19.77,2.23,1.32,6.22,1,0,0,0
89.0,43.25,27.3,979.98,4.8,93.45,189.7,22.85,41.95,19.12,2.17,1.15,5.75,1,0,0,0
83.25,33.5,26.88,980.02,6.22,93.53,181.85,22.75,39.88,17.08,2.2,1.0,4.8,1,0,0,0
