PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
75.0,28.5,34.9,976.02,216.55,66.67,150.37,8.15,20.18,25.38,7.45,0.85,33.38,1,0,0,0
79.25,30.5,33.25,976.48,55.88,73.45,130.32,7.22,18.4,23.57,7.03,0.65,30.43,1,0,0,0
63.0,21.25,31.48,976.6,260.48,82.8,94.0,7.42,18.67,23.78,6.3,0.5,25.85,1,0,0,0
32.25,15.25,33.88,975.92,644.8,70.47,103.0,7.8,20.0,25.6,6.12,0.65,34.72,1,0,0,0
40.25,14.0,34.62,975.5,357.27,63.85,28.8,7.1,19.6,25.93,6.2,0.57,40.12,1,0,0,0
47.25,17.25,33.3,974.47,66.43,69.62,84.78,6.83,20.45,27.82,6.35,0.65,35.85,1,0,0,0
54.0,19.25,32.62,974.45,68.1,77.35,179.5,8.52,22.95,30.1,6.42,0.75,23.08,1,0,0,0
46.5,21.25,32.9,974.35,85.47,76.75,209.88,10.2,24.23,29.82,6.97,0.82,20.85,1,0,0,0
50.75,16.0,32.97,974.25,55.42,75.73,220.22,9.78,24.1,30.35,6.42,0.82,22.78,1,0,0,0
50.5,16.0,32.35,974.4,20.45,79.52,141.62,9.12,24.43,31.88,6.12,0.88,17.25,1,0,0,0
57.5,17.5,31.7,974.92,5.4,83.07,174.35,11.57,31.98,42.6,6.38,1.05,9.95,1,0,0,0
75.25,24.75,31.52,975.6,5.2,84.52,141.05,12.4,31.35,39.9,6.28,1.05,8.7,1,0,0,0
82.75,34.75,31.42,976.1,5.18,84.62,147.05,18.27,37.02,41.22,6.55,1.2,8.88,1,0,0,0
92.5,40.0,31.3,976.45,5.18,84.32,145.15,18.65,36.58,39.85,6.7,1.18,9.07,1,0,0,0
83.5,36.25,31.05,976.62,5.12,85.95,144.42,11.35,24.98,29.65,6.57,0.82,13.25,1,0,0,0
74.75,27.0,31.18,976.12,5.1,86.58,92.43,11.17,26.83,33.42,4.38,0.88,11.6,1,0,0,0
90.5,33.25,31.0,975.77,5.17,86.88,288.82,13.2,29.32,34.97,4.12,1.0,15.0,1,0,0,0
92.25,34.0,30.95,975.77,5.12,86.67,70.53,13.2,29.32,34.97,4.12,1.0,10.9,1,0,0,0
85.0,34.5,31.2,975.85,5.12,84.58,94.75,12.82,30.58,37.83,3.48,0.92,4.25,1,0,0,0
88.5,35.5,31.02,975.82,5.18,85.68,125.57,13.15,28.58,33.5,3.9,0.93,6.2,1,0,0,0
87.25,34.0,30.8,976.27,7.17,87.25,261.32,16.82,28.93,28.55,4.03,0.97,5.58,1,0,0,0
77.5,32.25,31.15,976.68,43.92,86.05,122.07,15.12,29.5,32.27,4.35,0.93,7.02,1,0,0,0
76.0,28.0,32.33,977.05,115.77,79.7,87.67,12.78,27.5,32.17,4.3,0.77,15.95,1,0,0,0
81.75,29.5,34.02,977.48,294.75,70.8,157.18,10.1,21.7,25.33,4.22,0.67,25.18,1,0,0,0
68.0,24.5,35.88,977.68,441.35,62.3,145.07,8.47,18.45,21.62,4.38,0.62,36.1,1,0,0,0
59.5,24.0,36.03,977.58,325.2,61.6,151.93,6.85,17.7,22.75,3.95,0.62,44.82,1,0,0,0
68.25,26.25,33.92,977.17,284.53,72.88,199.6,7.03,18.08,23.23,4.05,0.63,39.25,1,0,0,0
58.25,21.5,32.0,976.97,57.1,79.2,286.15,7.43,20.57,27.27,3.58,0.72,28.88,1,0,0,0
44.0,14.0,29.92,976.42,19.55,88.0,218.5,6.8,18.65,24.6,3.42,0.57,36.98,1,0,0,0
19.0,5.0,30.12,976.12,17.67,88.32,224.83,7.35,18.45,23.45,3.35,0.6,34.4,1,0,0,0
22.5,6.5,30.2,975.95,23.77,88.43,304.83,11.45,30.95,40.8,4.25,1.07,21.27,1,0,0,0
32.5,11.25,30.35,975.77,27.48,88.35,231.2,12.95,33.97,43.92,4.5,1.2,23.4,1,0,0,0
32.0,12.5,30.45,975.48,26.3,88.38,171.7,13.65,37.8,50.15,4.38,1.32,14.7,1,0,0,0
35.25,13.5,30.55,975.3,13.5,88.57,246.52,20.45,42.67,48.65,4.53,1.48,10.3,1,0,0,0
37.0,11.75,30.6,976.15,5.8,88.62,104.53,18.3,44.67,55.85,4.25,1.7,3.6,1,0,0,0
40.25,12.25,30.58,977.2,5.25,88.65,204.8,24.07,45.2,47.82,4.92,1.67,5.8,1,0,0,0
44.75,17.0,30.65,977.72,5.22,88.77,85.62,20.07,42.38,48.97,5.08,1.65,7.65,1,0,0,0
59.5,22.25,30.62,977.8,5.2,88.7,101.17,15.7,41.12,53.23,5.28,1.55,16.38,1,0,0,0
72.5,33.5,30.43,977.75,5.2,88.82,124.25,12.57,33.7,44.02,5.37,1.3,16.35,1,0,0,0
77.25,45.0,30.3,977.73,5.2,88.95,109.22,12.52,29.52,36.38,4.93,1.15,15.88,1,0,0,0
68.25,35.5,30.35,977.25,5.2,88.97,151.3,12.53,27.88,33.27,5.25,1.1,20.7,1,0,0,0
63.75,21.5,30.2,976.88,5.2,89.12,224.6,12.53,27.88,33.27,5.25,1.1,13.9,1,0,0,0
54.75,12.5,30.4,976.58,5.22,89.12,242.32,10.98,24.15,28.62,4.75,1.08,9.77,1,0,0,0
46.0,16.75,30.35,976.35,5.22,89.17,204.27,9.45,20.62,24.25,3.95,0.82,9.95,1,0,0,0
41.5,16.75,30.4,976.55,6.22,89.25,100.15,9.12,21.5,26.42,4.05,0.9,9.4,1,0,0,0
45.0,19.75,30.55,977.15,21.1,89.07,206.43,11.65,22.82,25.05,4.85,1.08,9.6,1,0,0,0
44.25,23.5,30.77,977.58,51.67,88.88,306.52,16.77,30.12,31.0,4.97,1.23,12.75,1,0,0,0
55.5,26.75,31.35,977.95,126.8,87.6,140.22,16.0,31.45,34.62,5.33,0.93,17.45,1,0,0,0
71.5,24.5,32.83,978.27,248.58,80.2,259.57,13.57,28.52,32.88,5.4,1.15,20.8,1,0,0,0
72.0,26.25,35.62,977.77,439.0,64.45,233.65,9.3,20.43,24.12,4.95,0.77,31.0,1,0,0,0
52.75,17.75,35.08,977.52,355.9,65.1,300.08,8.85,23.72,31.08,5.03,0.9,43.38,1,0,0,0
63.75,19.75,35.43,977.25,370.83,64.58,299.9,7.4,27.2,39.83,4.85,1.12,57.05,1,0,0,0
96.75,36.25,34.8,977.1,259.4,68.1,325.62,5.2,29.55,47.62,4.12,1.43,57.05,1,0,0,0
